CompanyName, Designation, Ratings, Address
Starbucks, undergraduate intern - application developer I - Operations C..., 4.0, Seattle - WA
Apple, Sr. Software Engineering Manager - Seattle, 4.2, Seattle - WA
Uber, Security Engineer - Hardening, 3.8, Seattle - WA 98101 (Downtown area)
Amazon Web Services - Inc., Manager - Software Development, 3.6, Seattle - WA
Amazon.com Services - Inc., Software Development Engineer – Amazon DynamoDB, 3.6, Seattle - WA
Daimler, Senior Software Engineer, 4.1, Seattle - WA 98101 (Downtown area)
Friendly Consultants, Software Development Engineer in Test, NaN, Tumwater - WA
Facebook, Firmware Test Engineer - Augmented Reality, 4.2, Redmond - WA
Amazon.com Services - Inc., Software Development Engineer - AWS CloudFormation (Seattle), 3.6, Seattle - WA
Amazon.com Services - Inc., Software development engineer [full stack] - Recommendations..., 3.6, Seattle - WA
Amazon.com Services - Inc., Software Development Engineer - Mobile Shopping, 3.6, Seattle - WA
Amazon.com Services LLC, ES Tech - Web Development Engineer, 3.6, Seattle - WA
Akraya Inc., Python Developer 1 : 19-05168, 3.6, Bellevue - WA 98005 (Wilburton area)
Amazon.com Services LLC, Software Development Engineer (Builder Tools), 3.6, Seattle - WA
Accenture, Entry Level Accenture Technology Advanced Application Engine..., 4.0, Seattle - WA 98101 (Downtown area)
Seattle Community Colleges, Web Applications Developer, 4.1, Seattle - WA 98122 (Capitol Hill area)
Blue Origin, Software Engineer - Front-end - Enterprise Manufacturing, 3.3, Kent - WA 98032
Amazon.com Services - Inc., Software Development Engineer – Customer Experience Strategy, 3.6, Seattle - WA
Facebook, Mechanical Engineer - University Grad - AR/VR, 4.2, Redmond - WA
ASSURANCE, Senior Software Engineer, 3.9, Seattle - WA
The Climate Corporation, Sr. Staff Software Engineer - Backend (Multiple levels), 3.6, Seattle - WA 98104 (Downtown area)
Amazon.com Services LLC, Software Development Engineer - Prime Video Content Delivery, 3.6, Seattle - WA
Seattle Pacific University, Assistant Professor of Computer Engineering - Seattle Pacifi..., 4.5, Seattle - WA
Facebook, Manager - Software Engineering - Infrastructure, 4.2, Seattle - WA 98101 (Downtown area)
Costco Travel, Software Development Engineer in Test - SOA, 4.2, Issaquah - WA 98027
Amazon.com Services - Inc., Software Development Engineer - Search Marketing, 3.6, Seattle - WA
Amazon.com Services - Inc., Software Devlopment Engineer, 3.6, Seattle - WA
Amazon.com Services LLC, Software Development Engineer - Continuous Deployment, 3.6, Seattle - WA
Expedia.com, Principal Software Engineer--Data, 3.9, Bellevue - WA 98004 (Downtown area)
Microsoft, Principal Software Engineer Manager, 4.2, Redmond - WA
Port of Seattle, Software Test Engineer, 3.8, Seattle - WA
GE Digital, Sr Software Engineer - Electric SCADA Full stack, 3.3, Redmond - WA 98052
Vizio Inc., Senior Software Engineer, NaN, Seattle - WA 98109 (Westlake area)
Valorem, Software Engineer II, 3.8, Seattle - WA 98101 (Downtown area)
BOEING, Mid Level Software Engineer, 4.0, Kent - WA 98031
West Corporation, Sr Software Engineer (Voice), 3.3, Seattle - WA
Amazon.com Services - Inc., Software Development Engineer - Treasure Truck, 3.6, Seattle - WA
KPMG, Associate - AI Engineer, 4.0, Seattle - WA 98101 (Downtown area)
Inabia Solutions and Consulting, Front End Developer, NaN, Redmond - WA 98052
Zulily, Senior Software Engineer- Outbound 1, 3.2, Seattle - WA 98121 (Belltown area)
Starbucks, undergraduate intern - application developer I - Operations C..., 4.0, Seattle - WA
Apple, Sr. Software Engineering Manager - Seattle, 4.2, Seattle - WA
Uber, Security Engineer - Hardening, 3.8, Seattle - WA 98101 (Downtown area)
Amazon Web Services - Inc., Manager - Software Development, 3.6, Seattle - WA
Amazon.com Services - Inc., Software Development Engineer – Amazon DynamoDB, 3.6, Seattle - WA
Daimler, Senior Software Engineer, 4.1, Seattle - WA 98101 (Downtown area)
Amazon.com Services - Inc., Software Devlopment Engineer, 3.6, Seattle - WA
Amazon.com Services LLC, Software Development Engineer - Continuous Deployment, 3.6, Seattle - WA
Expedia.com, Principal Software Engineer--Data, 3.9, Bellevue - WA 98004 (Downtown area)
Microsoft, Principal Software Engineer Manager, 4.2, Redmond - WA
Port of Seattle, Software Test Engineer, 3.8, Seattle - WA
GE Digital, Sr Software Engineer - Electric SCADA Full stack, 3.3, Redmond - WA 98052
Vizio Inc., Senior Software Engineer, NaN, Seattle - WA 98109 (Westlake area)
Valorem, Software Engineer II, 3.8, Seattle - WA 98101 (Downtown area)
BOEING, Mid Level Software Engineer, 4.0, Kent - WA 98031
West Corporation, Sr Software Engineer (Voice), 3.3, Seattle - WA
Amazon.com Services - Inc., Software Development Engineer - Treasure Truck, 3.6, Seattle - WA
KPMG, Associate - AI Engineer, 4.0, Seattle - WA 98101 (Downtown area)
Inabia Solutions and Consulting, Front End Developer, NaN, Redmond - WA 98052
Zulily, Senior Software Engineer- Outbound 1, 3.2, Seattle - WA 98121 (Belltown area)
Starbucks, undergraduate intern - application developer I - Operations C..., 4.0, Seattle - WA
Apple, Sr. Software Engineering Manager - Seattle, 4.2, Seattle - WA
Uber, Security Engineer - Hardening, 3.8, Seattle - WA 98101 (Downtown area)
Amazon Web Services - Inc., Manager - Software Development, 3.6, Seattle - WA
Amazon.com Services - Inc., Software Development Engineer – Amazon DynamoDB, 3.6, Seattle - WA
Daimler, Senior Software Engineer, 4.1, Seattle - WA 98101 (Downtown area)
Bytedance, Network Software Development Engineer, 3.8, Seattle - WA
Amazon.com Services LLC, Sr. Software Developer, 3.6, Seattle - WA
Avani Technology Solutions Inc, Software Development Engineer in Test, 4.6, Seattle - WA
Amazon Web Services - Inc., Snr Software Development Engineer, 3.6, Seattle - WA
Amazon Web Services - Inc., Software Development Engineer - Automatic Model Tuning - Amazo..., 3.6, Seattle - WA
JP Morgan Chase, Software Engineer - DevOps | Cloud, 3.9, Seattle - WA 98101 (Downtown area)
Amazon Web Services - Inc., Front End Engineer - AWS, 3.6, Seattle - WA
BlackRock, Alternatives Application Developer (Java - C# - Visual Studio -..., 3.8, Seattle - WA 98101 (Downtown area)
Microsoft, WPI Full-Stack Senior Engineer, 4.2, Redmond - WA
Amazon.com Services - Inc., Software Development Engineer Test - Alexa Automotive, 3.6, Seattle - WA
Magic Leap - Multiple Locations, Front End Web Engineer, 3.3, Seattle - WA
Zillow Group, Machine Learning Engineer - Computer Vision, 3.8, Seattle - WA 98101
Amazon.com Services LLC, Manager - Software Development, 3.6, Seattle - WA
Starbucks, security engineer - Identity Lifecycle Management - Starbucks..., 4.0, Seattle - WA 98134
Pivotal Commware, Wireless Telecom Embedded Protocols Software Engineer, NaN, Kirkland - WA
Avalara, Software Engineer - Returns (5788), 2.8, Seattle - WA 98104 (Pioneer Square area)
Amazon.com Services - Inc., Software Dev Engineer - Amazon Go, 3.6, Seattle - WA
Outreach, Software Engineer - Data Platform, NaN, Seattle - WA
Amazon.com Services LLC, Software Development Engineer - Machine Learning, 3.6, Seattle - WA
Amazon.com Services LLC, Software Development Engineer - Prime Video Search & Discover..., 3.6, Seattle - WA
Amazon.com Services - Inc., Software Development Engineer - Alexa Connected Devices, 3.6, Seattle - WA
Nintendo of America Inc., Game Designer III (NST), 4.1, Redmond - WA 98052
Amazon.com Services - Inc., Software Development Test Engineer - Amazon Connect, 3.6, Seattle - WA
Hitachi Consulting Global Corporation, OBIEE Application Developer, 3.7, Redmond - WA
Amazon.com Services LLC, Software Development Engineer - Amazon Aurora, 3.6, Seattle - WA
Blue Origin, Software Development Engineer in Test (SDET), 3.3, Kent - WA 98032
Microsoft, Senior Software Engineer - Turn 10 Studios, 4.2, Redmond - WA
PACCAR, EDI Software Developer, 3.6, Renton - WA 98057
DreamBox Learning, Lead Front-End Software Development Engineer, 3.4, Bellevue - WA 98004 (Downtown area)
BOEING, Mid Level Software Engineer, 4.0, Kent - WA 98031
Amazon.com Services - Inc., QAE- TAA Tech, 3.6, Seattle - WA
Amazon.com Services LLC, Software Development Engineer - Decision Simulation, 3.6, Seattle - WA
Uber, Sr Software Engineer - Core Identity, 3.8, Seattle - WA 98101 (Downtown area)
PwC, Fullstack Engineer (PwC Labs), 4.0, Seattle - WA 98101 (Downtown area)
Oracle, Software Development Manager (JoinOCI-Platform), 3.8, Seattle - WA
Grid Dynamics, Java Developer, NaN, Kirkland - WA
Hitachi Consulting Global Corporation, OBIEE Application Developer, 3.7, Redmond - WA
Kaiser Permanente, Software Developer (KPWHRI), 4.2, Seattle - WA 98101 (Denny Triangle area)
Beyondsoft Consulting, Full Stack JavaScript Developer, 3.4, Seattle - WA
Lowe's Inc., Sr IT Software Engineer, 3.6, Kirkland - WA
Amazon.com Services - Inc., Software Development Engineer - Alexa Connected Devices, 3.6, Seattle - WA
Nintendo of America Inc., Game Designer III (NST), 4.1, Redmond - WA 98052
Amazon.com Services - Inc., Software Development Test Engineer - Amazon Connect, 3.6, Seattle - WA
Hitachi Consulting Global Corporation, OBIEE Application Developer, 3.7, Redmond - WA
Amazon.com Services LLC, Software Development Engineer - Amazon Aurora, 3.6, Seattle - WA
Blue Origin, Software Development Engineer in Test (SDET), 3.3, Kent - WA 98032
Microsoft, Senior Software Engineer - Turn 10 Studios, 4.2, Redmond - WA
PACCAR, EDI Software Developer, 3.6, Renton - WA 98057
DreamBox Learning, Lead Front-End Software Development Engineer, 3.4, Bellevue - WA 98004 (Downtown area)
BOEING, Mid Level Software Engineer, 4.0, Kent - WA 98031
Amazon.com Services - Inc., Software Development Engineer - Treasure Truck, 3.6, Seattle - WA
KPMG, Associate - AI Engineer, 4.0, Seattle - WA 98101 (Downtown area)
Inabia Solutions and Consulting, Front End Developer, NaN, Redmond - WA 98052
Zulily, Senior Software Engineer- Outbound 1, 3.2, Seattle - WA 98121 (Belltown area)
Starbucks, undergraduate intern - application developer I - Operations C..., 4.0, Seattle - WA
Apple, Sr. Software Engineering Manager - Seattle, 4.2, Seattle - WA
Uber, Security Engineer - Hardening, 3.8, Seattle - WA 98101 (Downtown area)
Amazon Web Services - Inc., Manager - Software Development, 3.6, Seattle - WA
Amazon.com Services - Inc., Software Development Engineer – Amazon DynamoDB, 3.6, Seattle - WA
Daimler, Senior Software Engineer, 4.1, Seattle - WA 98101 (Downtown area)
Amazon.com Services - Inc., Software Dev Engineer - Amazon Go, 3.6, Seattle - WA
Microsoft, Software Development Lead, 4.2, Redmond - WA
JP Morgan Chase, Software Engineer - DevOps | Cloud, 3.9, Seattle - WA 98101 (Downtown area)
Microsoft, WPI Full-Stack Senior Engineer, 4.2, Redmond - WA
Amazon.com Services LLC, Software Development Engineer - Prime Video Search & Discover..., 3.6, Seattle - WA
Amazon.com Services - Inc., Front End Engineer - AWS App Mesh, 3.6, Seattle - WA
BTI Solutions, Software Engineer 4 (WA), 2.6, Bellevue - WA
Amazon.com Services LLC, Frontend Engineer - Customer Service Applications, 3.6, Seattle - WA
Amazon.com Services LLC, Software Development Engineer - AWS Lambda, 3.6, Seattle - WA
Amazon.com Services LLC, SDET-Software Development engineer -Test, 3.6, Seattle - WA
Blue Origin, Software Engineer - Front-end - Enterprise Manufacturing, 3.3, Kent - WA 98032
Amazon.com Services - Inc., Software Development Engineer – Customer Experience Strategy, 3.6, Seattle - WA
Facebook, Mechanical Engineer - University Grad - AR/VR, 4.2, Redmond - WA
ASSURANCE, Senior Software Engineer, 3.9, Seattle - WA
The Climate Corporation, Sr. Staff Software Engineer - Backend (Multiple levels), 3.6, Seattle - WA 98104 (Downtown area)
Amazon.com Services LLC, Software Development Engineer - Prime Video Content Delivery, 3.6, Seattle - WA
Seattle Pacific University, Assistant Professor of Computer Engineering - Seattle Pacifi..., 4.5, Seattle - WA
Facebook, Manager - Software Engineering - Infrastructure, 4.2, Seattle - WA 98101 (Downtown area)
Costco Travel, Software Development Engineer in Test - SOA, 4.2, Issaquah - WA 98027
Amazon.com Services - Inc., Software Development Engineer - Search Marketing, 3.6, Seattle - WA
Friendly Consultants, Software Development Engineer in Test, NaN, Tumwater - WA
Facebook, Firmware Test Engineer - Augmented Reality, 4.2, Redmond - WA
Amazon.com Services - Inc., Software Development Engineer - AWS CloudFormation (Seattle), 3.6, Seattle - WA
Amazon.com Services - Inc., Software development engineer [full stack] - Recommendations..., 3.6, Seattle - WA
Amazon.com Services - Inc., Software Development Engineer - Mobile Shopping, 3.6, Seattle - WA
Amazon.com Services LLC, ES Tech - Web Development Engineer, 3.6, Seattle - WA
Akraya Inc., Python Developer 1 : 19-05168, 3.6, Bellevue - WA 98005 (Wilburton area)
Amazon.com Services LLC, Software Development Engineer (Builder Tools), 3.6, Seattle - WA
Accenture, Entry Level Accenture Technology Advanced Application Engine..., 4.0, Seattle - WA 98101 (Downtown area)
Seattle Community Colleges, Web Applications Developer, 4.1, Seattle - WA 98122 (Central District area)
Magic Leap - Multiple Locations, Front End Web Engineer, 3.3, Seattle - WA
Zillow Group, Machine Learning Engineer - Computer Vision, 3.8, Seattle - WA 98101 (Downtown area)
Amazon.com Services LLC, Manager - Software Development, 3.6, Seattle - WA
Starbucks, security engineer - Identity Lifecycle Management - Starbucks..., 4.0, Seattle - WA 98134 (Industrial District area)
Pivotal Commware, Wireless Telecom Embedded Protocols Software Engineer, NaN, Kirkland - WA
Avalara, Software Engineer - Returns (5788), 2.8, Seattle - WA 98104 (Pioneer Square area)
Amazon.com Services - Inc., Software Dev Engineer - Amazon Go, 3.6, Seattle - WA
Outreach, Software Engineer - Data Platform, NaN, Seattle - WA
Amazon.com Services LLC, Software Development Engineer - Machine Learning, 3.6, Seattle - WA
Amazon.com Services LLC, Software Development Engineer - Prime Video Search & Discover..., 3.6, Seattle - WA
Amazon.com Services - Inc., Software Devlopment Engineer, 3.6, Seattle - WA
Amazon.com Services LLC, Software Development Engineer - Continuous Deployment, 3.6, Seattle - WA
Expedia.com, Principal Software Engineer--Data, 3.9, Bellevue - WA 98004
Microsoft, Principal Software Engineer Manager, 4.2, Redmond - WA
Port of Seattle, Software Test Engineer, 3.8, Seattle - WA
GE Digital, Sr Software Engineer - Electric SCADA Full stack, 3.3, Redmond - WA 98052
Vizio Inc., Senior Software Engineer, NaN, Seattle - WA 98109
Valorem, Software Engineer II, 3.8, Seattle - WA 98101 (Downtown area)
BOEING, Mid Level Software Engineer, 4.0, Kent - WA 98031
West Corporation, Sr Software Engineer (Voice), 3.3, Seattle - WA
Amazon.com Services - Inc., QAE- TAA Tech, 3.6, Seattle - WA
Amazon.com Services LLC, Software Development Engineer - Decision Simulation, 3.6, Seattle - WA
Uber, Sr Software Engineer - Core Identity, 3.8, Seattle - WA 98101 (Downtown area)
PwC, Fullstack Engineer (PwC Labs), 4.0, Seattle - WA 98101 (Downtown area)
Oracle, Software Development Manager (JoinOCI-Platform), 3.8, Seattle - WA
Grid Dynamics, Java Developer, NaN, Kirkland - WA
Hitachi Consulting Global Corporation, OBIEE Application Developer, 3.7, Redmond - WA
Kaiser Permanente, Software Developer (KPWHRI), 4.2, Seattle - WA 98101 (Downtown area)
Beyondsoft Consulting, Full Stack JavaScript Developer, 3.4, Seattle - WA
Lowe's Inc., Sr IT Software Engineer, 3.6, Kirkland - WA
Amazon.com Services - Inc., Software Development Engineer - Alexa Connected Devices, 3.6, Seattle - WA
Nintendo of America Inc., Game Designer III (NST), 4.1, Redmond - WA 98052
Amazon.com Services - Inc., Software Development Test Engineer - Amazon Connect, 3.6, Seattle - WA
Hitachi Consulting Global Corporation, OBIEE Application Developer, 3.7, Redmond - WA
Amazon.com Services LLC, Software Development Engineer - Amazon Aurora, 3.6, Seattle - WA
Blue Origin, Software Development Engineer in Test (SDET), 3.3, Kent - WA 98032
Microsoft, Senior Software Engineer - Turn 10 Studios, 4.2, Redmond - WA
PACCAR, EDI Software Developer, 3.6, Renton - WA 98057
DreamBox Learning, Lead Front-End Software Development Engineer, 3.4, Bellevue - WA 98004 (Downtown area)
BOEING, Mid Level Software Engineer, 4.0, Kent - WA 98031
Blue Origin, Software Engineer - Front-end - Enterprise Manufacturing, 3.3, Kent - WA 98032
Amazon.com Services - Inc., Software Development Engineer – Customer Experience Strategy, 3.6, Seattle - WA
Facebook, Mechanical Engineer - University Grad - AR/VR, 4.2, Redmond - WA
